Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
>35,No,Master,1,Man,No,Dev,33,22,Finland,68748,C#;C++;Perl;PowerShell;Python;SQL;Git;Microsoft Azure;Microsoft SQL Server;PostgreSQL,10,0
<35,No,Master,0,Man,Yes,Dev,20,10,"Iran, Islamic Republic of...",39900,C;Dart;Go;Java;JavaScript;SQL;TypeScript;Git;Angular;Spring;MySQL,11,0
<35,No,Undergraduate,1,Man,No,Dev,10,5,United States of America,98000,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;SQL;Git;Kubernetes;Puppet;jQuery;React.js;Spring;AWS;MongoDB;MySQL;Redis,16,1
<35,No,Undergraduate,1,Man,No,Dev,4,4,India,27923,JavaScript;Objective-C;Python;Swift;Git;AWS;Firebase;SQLite,8,0
>35,No,Master,1,Man,No,Dev,14,12,India,30716,HTML/CSS;JavaScript;SQL;TypeScript;Git;Yarn;Angular.js;ASP.NET;jQuery;Microsoft Azure;Microsoft SQL Server;Redis,12,1
<35,No,Other,0,Man,Yes,Dev,11,6,United Kingdom of Great Britain and Northern Ireland,170622,JavaScript;Node.js;TypeScript;Git;Vue.js;AWS;DynamoDB,7,0
<35,No,Master,1,Man,No,Dev,10,0,Tunisia,3372,Bash/Shell;C;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Git;jQuery;Microsoft Azure;Firebase;MariaDB;MySQL;PostgreSQL,17,1
<35,No,Undergraduate,1,Man,No,Dev,15,11,Nepal,148000,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;Git;Spring;AWS;Microsoft Azure;Cassandra;DynamoDB;MySQL;PostgreSQL,15,0
<35,No,Master,1,Man,No,Dev,10,5,United States of America,140000,HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;Git;Kubernetes;Express;Flask;React.js;Spring;AWS;Google Cloud Platform;Heroku;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,21,1
>35,No,Master,1,Man,No,Dev,25,21,Finland,54480,Rust,1,0
<35,No,Master,1,Man,No,Dev,15,10,Poland,36444,Python;Docker;Git;Kubernetes;Django;PostgreSQL;SQLite,7,0
<35,No,Master,1,Man,No,Dev,17,8,Spain,36753,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Angular;jQuery;Vue.js;MariaDB;MySQL;PostgreSQL,15,1
>35,No,Undergraduate,1,Man,No,Dev,18,14,United Kingdom of Great Britain and Northern Ireland,122796,Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Ruby;Swift;TypeScript;Docker;Git;Terraform;Express;React.js;Ruby on Rails;Spring;AWS;Heroku;PostgreSQL;Redis,21,1
>35,No,Master,1,Man,No,Dev,18,18,Sweden,58296,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Unity 3D;Xamarin;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Vue.js;Microsoft SQL Server;SQLite,20,1
<35,No,Undergraduate,1,Man,No,Dev,16,11,United States of America,165000,Go;HTML/CSS;JavaScript;Rust;TypeScript;Docker;Git;Kubernetes;Terraform;Unity 3D;Gatsby;React.js;AWS;Google Cloud Platform;Elasticsearch;Firebase;PostgreSQL,17,0
<35,No,Other,1,Man,No,Dev,25,7,Sweden,55224,C#;Node.js;TypeScript;Docker;Git;Kubernetes;Terraform;ASP.NET Core ;React.js;AWS;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;Redis,15,1
<35,No,PhD,1,Man,No,NotDev,12,2,France,32424,Java;JavaScript;Kotlin;R;Git;jQuery;SQLite,7,1
<35,No,Undergraduate,1,Man,No,Dev,7,2,United States of America,100000,C#;JavaScript;Julia;Python;TypeScript;Git;jQuery;React.js;Microsoft SQL Server;PostgreSQL,10,1
>35,No,Master,1,Man,Yes,Dev,34,23,Switzerland,119946,C;C#;C++;SQL;Git;Angular.js;ASP.NET Core ;PostgreSQL,8,0
<35,No,Undergraduate,1,Man,No,NotDev,9,6,Canada,44622,Bash/Shell;HTML/CSS;PowerShell;Python;SQL;VBA;Git,7,0
<35,No,Master,1,Man,No,Dev,15,9,Japan,80936,Go;JavaScript;Python;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Django;Flask;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;Firebase;MySQL,19,0
<35,No,Undergraduate,1,Man,No,Dev,8,4,India,5700,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Angular;Angular.js;Express;jQuery;Laravel;React.js;AWS;Heroku;Firebase;MongoDB;MySQL;PostgreSQL,19,1
<35,No,Other,1,Man,No,Dev,8,5,Italy,32429,Bash/Shell;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript;Docker;Git;Kubernetes;Angular;jQuery;Spring;AWS;Oracle Cloud Infrastructure;MySQL;Oracle;Redis,21,1
>35,No,NoHigherEd,1,Man,No,Dev,25,17,United States of America,210000,HTML/CSS;JavaScript;Node.js;Ruby;Swift;TypeScript;Git;Express;React.js;Ruby on Rails;AWS;Heroku;PostgreSQL;Redis,14,0
<35,No,Undergraduate,0,Man,No,Dev,3,0,India,3348,C++;HTML/CSS;JavaScript;Node.js;Python;SQL;Docker;Git;Kubernetes;Yarn;Angular;Django;Express;React.js;AWS;Google Cloud Platform;Heroku;DynamoDB;MongoDB,19,0
<35,No,Undergraduate,1,Man,No,Dev,8,5,Sweden,64440,JavaScript;Node.js;Rust;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;Angular.js;React.js;Svelte;MongoDB,13,1
<35,No,Undergraduate,0,Man,No,Dev,4,2,Somalia,9600,Kotlin;Heroku;Firebase;MariaDB;SQLite,5,0
<35,No,Undergraduate,1,Man,No,Dev,5,5,Italy,32424,Bash/Shell;Java;JavaScript;SQL;Docker;Git;jQuery;Spring;AWS;Microsoft SQL Server;MySQL;Oracle,12,1
>35,No,NoHigherEd,0,Man,Yes,Dev,37,26,United Kingdom of Great Britain and Northern Ireland,142185,C#;HTML/CSS;Java;JavaScript;PHP;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;React.js;Google Cloud Platform;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,19,1
<35,No,Master,0,Man,Yes,Dev,18,10,United Kingdom of Great Britain and Northern Ireland,145400,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Puppet;Terraform;Angular;ASP.NET Core ;Spring;AWS;Elasticsearch;Microsoft SQL Server;Redis,21,1
>35,No,Master,1,Man,No,Dev,10,5,Guatemala,47184,Java;JavaScript;Python;SQL;TypeScript;Docker;Kubernetes;Angular;Angular.js;Spring;AWS;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL,15,1
<35,No,Undergraduate,1,Man,No,Dev,9,2,United Kingdom of Great Britain and Northern Ireland,38778,Go;Git;Microsoft SQL Server,3,0
>35,No,PhD,1,Man,No,Dev,20,10,Russian Federation,37752,Bash/Shell;C++;Matlab;Perl;Git,5,0
<35,No,Undergraduate,1,Man,No,Dev,6,5,Canada,86976,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;React.js;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server,14,1
>35,No,Master,1,Man,Yes,Dev,23,21,Brazil,46728,Bash/Shell;HTML/CSS;Java;JavaScript;SQL;VBA;Docker;Git;Angular;Spring;Microsoft SQL Server;PostgreSQL,12,1
<35,No,Undergraduate,1,Man,No,Dev,15,7,Canada,60505,JavaScript;Node.js;TypeScript;Git;Yarn;Express;React.js;AWS;Redis,9,0
<35,No,Other,0,Man,Yes,Dev,16,5,Italy,24000,C;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;Kubernetes;jQuery;Vue.js;AWS;MariaDB;MongoDB;MySQL;Oracle;Redis,19,1
>35,No,Master,1,Man,No,Dev,21,17,Brazil,35736,JavaScript;Python;Docker;Git;Yarn;Flask;React.js;AWS;MongoDB;Redis,10,0
>35,No,Other,1,Man,No,Dev,35,3,United States of America,148000,JavaScript;Node.js;Python;Docker;Git;Terraform;Angular.js;Flask;Vue.js;AWS;Heroku;IBM Cloud or Watson;DynamoDB;Elasticsearch;PostgreSQL;SQLite,16,0
<35,No,Undergraduate,0,Man,Yes,Dev,8,6,Poland,45564,Bash/Shell;Go;Groovy;Perl;Python;Ruby;Ansible;Docker;Git;Kubernetes;Django;jQuery;AWS;PostgreSQL;Redis;SQLite,16,1
>35,No,Other,1,Man,No,Dev,11,11,United States of America,160000,Bash/Shell;Dart;Groovy;Java;Kotlin;Objective-C;Swift;TypeScript;Docker;Git;AWS;Firebase;MongoDB;SQLite,14,1
>35,No,Undergraduate,1,Man,No,Dev,37,28,United Kingdom of Great Britain and Northern Ireland,96945,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Angular;Angular.js;Express;jQuery;React.js;Spring;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,20,1
<35,No,Master,1,Man,Yes,Dev,6,4,Ireland,54049,TypeScript;Git;Angular,3,0
<35,No,Other,1,Woman,No,Dev,7,2,Mexico,7752,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Git;Angular;jQuery;Laravel;MariaDB;MySQL,11,0
>35,No,Master,0,Man,No,Dev,5,2,Turkey,9864,HTML/CSS;JavaScript;PHP;Docker;Git;Laravel;Vue.js;MySQL,8,0
<35,No,Undergraduate,1,Man,No,Dev,8,5,United Kingdom of Great Britain and Northern Ireland,36193,PowerShell;SQL;VBA;Git;IBM DB2;Microsoft SQL Server,6,0
>35,No,Undergraduate,1,Man,Yes,Dev,20,14,United States of America,140500,HTML/CSS;Python;SQL;Docker;Git;Google Cloud Platform;PostgreSQL,7,0
<35,No,Undergraduate,1,Man,No,Dev,10,1,Sri Lanka,10884,Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;TypeScript;Git;Unity 3D;Angular;Express;Gatsby;jQuery;React.js;Spring;Vue.js;Google Cloud Platform;Heroku;Microsoft Azure;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,26,1
<35,No,Master,1,Man,No,Dev,21,2,Norway,91711,C#;Dart;Elixir;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Git;Unity 3D;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;Flask;React.js;AWS;DigitalOcean;Heroku;Microsoft SQL Server;MongoDB,24,1
>35,No,Undergraduate,1,Man,No,Dev,19,14,United States of America,185000,Bash/Shell;HTML/CSS;JavaScript;Node.js;Ruby;SQL;TypeScript;Docker;Git;Yarn;React.js;Ruby on Rails;AWS;PostgreSQL,14,1
<35,No,Undergraduate,1,Man,No,Dev,8,2,India,3684,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript;Docker;Git;Xamarin;Angular;Angular.js;Flask;React.js;Spring;AWS;DynamoDB;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,24,1
<35,No,Other,1,Woman,Yes,Dev,4,3,United States of America,130000,Elixir;HTML/CSS;JavaScript;Ruby;TypeScript;Git;Yarn;jQuery;React.js;Ruby on Rails;PostgreSQL,11,0
<35,No,Master,1,Man,No,Dev,7,3,United States of America,117000,Java;Python;SQL;Docker;Git;AWS;Redis,7,0
<35,No,Master,1,Man,No,Dev,10,4,Tunisia,11364,C#;HTML/CSS;JavaScript;ASP.NET;jQuery;IBM DB2,6,0
<35,No,Other,1,Man,No,Dev,6,2,Colombia,10236,C#;C++;HTML/CSS;JavaScript;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL,12,1
<35,No,Undergraduate,1,Man,No,Dev,6,2,India,5028,Dart;Git,2,0
<35,No,Undergraduate,1,Man,No,Dev,24,12,India,20943,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Yarn;Angular;Angular.js;ASP.NET Core ;Django;Express;jQuery;React.js;Spring;Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,32,1
<35,No,Undergraduate,1,Man,No,Dev,12,4,Portugal,28590,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Angular.js;Express;FastAPI;Laravel;React.js;Spring;AWS;MongoDB;MySQL;PostgreSQL;SQLite,25,1
<35,No,Undergraduate,1,Man,Yes,Dev,12,8,United States of America,105000,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript;Docker;Git;Yarn;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,15,1
>35,No,Other,1,Man,No,Dev,19,16,Bulgaria,42432,C#;Clojure;Elixir;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;Ansible;Git;Kubernetes;Puppet;jQuery;Spring;AWS;DigitalOcean;Cassandra;DynamoDB;PostgreSQL;Redis;SQLite,24,1
<35,No,Undergraduate,1,Man,No,Dev,7,2,Cuba,4800,Dart;Java;JavaScript;Kotlin;Python;TypeScript;Docker;Git;Yarn;Angular;Django;PostgreSQL;SQLite,13,1
<35,No,Undergraduate,1,Man,Yes,Dev,12,5,Canada,86976,Assembly;Bash/Shell;C;C++;Python;Rust;Docker;Git,8,0
>35,No,Master,1,Man,No,Dev,32,9,Germany,40212,C#;Java;Git;Microsoft SQL Server;MySQL,5,1
<35,No,Undergraduate,1,Man,No,Dev,10,8,United States of America,72000,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;Perl;PowerShell;Python;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;MariaDB;Oracle,16,1
<35,Yes,Undergraduate,1,Man,No,Dev,10,5,Philippines,22776,HTML/CSS;JavaScript;Python;SQL;Docker;Git;Yarn;Django;Flask;React.js;AWS;Google Cloud Platform;Heroku;MariaDB;MySQL;PostgreSQL,16,0
>35,No,Master,1,Man,No,Dev,20,14,France,75669,Assembly;Bash/Shell;C;C++;Go;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;Git;jQuery;AWS;Oracle;PostgreSQL;SQLite,18,1
>35,No,Undergraduate,1,Man,No,Dev,29,25,Switzerland,177885,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;ASP.NET Core ;jQuery;Microsoft SQL Server,9,1
>35,No,Master,1,Man,No,NotDev,5,5,United States of America,40000,JavaScript;Python,2,0
<35,No,Master,1,Man,No,Dev,10,7,France,64859,Go;HTML/CSS;JavaScript;Node.js;Docker;Git;Yarn;React.js;Google Cloud Platform;Heroku;Firebase;PostgreSQL;SQLite,13,0
<35,No,Master,0,Man,Yes,NotDev,3,1,Cameroon,2964,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;SQL;Git;Yarn;jQuery;Laravel;React.js;Spring;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,18,1
<35,No,Undergraduate,1,Man,No,Dev,12,3,India,4188,C;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Angular;Express;Spring;DigitalOcean;Google Cloud Platform;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,21,1
<35,No,Master,1,Man,No,Dev,3,1,Poland,13668,Ruby;Docker;Git;Ruby on Rails;Heroku;PostgreSQL,6,0
<35,No,Other,1,Man,Yes,Dev,15,0,Germany,33732,Elixir;HTML/CSS;JavaScript;Node.js;Rust;TypeScript;Ansible;Docker;Git;ASP.NET Core ;DigitalOcean;PostgreSQL;Redis,13,0
>35,No,Master,1,Man,Yes,Dev,40,23,United States of America,215000,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Perl;Python;SQL;Swift;Git;jQuery;Spring;AWS;Elasticsearch;Microsoft SQL Server;MySQL;Oracle,20,1
<35,No,Undergraduate,1,Man,No,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,36193,Bash/Shell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;Git;Django;jQuery;AWS;MySQL;PostgreSQL,14,0
<35,No,Undergraduate,1,Man,No,Dev,6,2,United States of America,80000,HTML/CSS;JavaScript;TypeScript;Git;Yarn;Angular;Angular.js;React.js;Vue.js;AWS;Microsoft Azure;MongoDB,12,0
<35,No,Undergraduate,0,Man,No,Dev,3,0,Romania,4608,C++;Go;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Angular;Express;Vue.js;MySQL,13,0
<35,No,Undergraduate,1,Man,Yes,Dev,11,3,United States of America,170000,Groovy;HTML/CSS;Java;Kotlin;TypeScript;Docker;Git;Yarn;Spring;AWS;DynamoDB;PostgreSQL;Redis,13,0
<35,No,Other,0,Man,Yes,Dev,5,3,"Iran, Islamic Republic of...",28500,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Svelte;Microsoft SQL Server,12,1
>35,No,Undergraduate,1,Man,No,Dev,10,10,United States of America,170000,Bash/Shell;Kotlin;Ruby;SQL;Docker;Git;Terraform;Yarn;Gatsby;jQuery;Ruby on Rails;AWS;Google Cloud Platform;DynamoDB;MySQL;PostgreSQL;Redis;SQLite,18,1
<35,No,Undergraduate,1,Man,Yes,Dev,18,11,Canada,151263,Bash/Shell;C;C++;Go;Python;SQL;Ansible;Docker;Git;Kubernetes;AWS;Google Cloud Platform;PostgreSQL,13,0
<35,No,Master,1,Man,No,Dev,7,1,Bulgaria,7956,C#;HTML/CSS;JavaScript;SQL;TypeScript;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;PostgreSQL,10,1
>35,No,Undergraduate,1,Man,No,Dev,25,18,United Kingdom of Great Britain and Northern Ireland,109871,C#;JavaScript;PowerShell;SQL;Docker;Git;ASP.NET Core ;Gatsby;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;Redis,13,1
>35,No,Master,1,Man,No,Dev,34,24,United Kingdom of Great Britain and Northern Ireland,64630,JavaScript;Perl;PHP;SQL;Git;Puppet;jQuery;MariaDB;MySQL,9,0
<35,No,Other,1,Man,No,Dev,12,6,Costa Rica,15864,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;Rust;SQL;TypeScript;VBA;Docker;Git;Xamarin;Yarn;Angular;ASP.NET;Express;Flask;Gatsby;React.js;Ruby on Rails;Spring;AWS;DigitalOcean;Heroku;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,36,1
<35,No,Undergraduate,1,Man,No,Dev,11,7,United States of America,75000,HTML/CSS;Java;JavaScript;SQL;TypeScript;Docker;Git;Angular;Angular.js;jQuery;Spring;Elasticsearch;MySQL;Oracle;Redis,15,1
>35,No,Master,1,Man,No,Dev,22,14,United States of America,119000,C#;PowerShell;Python;Git,4,0
<35,No,Other,1,Man,Yes,Dev,8,6,United States of America,80000,Assembly;Bash/Shell;C;C++;Crystal;Go;HTML/CSS;Java;JavaScript;Node.js;Perl;Python;Rust;SQL;Docker;Git;AWS;DigitalOcean;Google Cloud Platform;MySQL;PostgreSQL,21,1
<35,No,Other,1,Man,No,Dev,8,2,Poland,15192,HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Yarn;Angular.js;Gatsby;jQuery;React.js;Symfony;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Elasticsearch;Firebase;MySQL;Oracle;PostgreSQL,21,0
<35,No,Master,1,Man,No,NotDev,5,2,Netherlands,59454,Python;R;SQL;Git;Microsoft Azure;Microsoft SQL Server;SQLite,7,0
>35,No,Master,1,Man,No,Dev,6,3,United Kingdom of Great Britain and Northern Ireland,77556,Bash/Shell;JavaScript;Rust;TypeScript;Git;DigitalOcean;Google Cloud Platform;MySQL;PostgreSQL;Redis,10,0
<35,No,Undergraduate,1,Man,No,Dev,8,4,United States of America,82000,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;Git;React.js;Vue.js;Elasticsearch;PostgreSQL;SQLite,12,0
>35,No,Master,0,Man,No,NotDev,26,20,Italy,121600,Bash/Shell;Groovy;Java;Node.js;Perl;Python;SQL;Ansible;Docker;Git;Terraform;AWS;Cassandra;Elasticsearch;MariaDB;MongoDB;MySQL;Redis,18,1
<35,No,Other,1,Man,Yes,Dev,5,4,Germany,35676,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;Docker;Git;Unity 3D;Angular.js;jQuery;Laravel;Symfony;Elasticsearch;MariaDB;MySQL,17,1
<35,No,Other,1,Man,No,Dev,5,2,"Venezuela, Bolivarian Republic of...",24000,Bash/Shell;HTML/CSS;JavaScript;Python;Docker;Git;Kubernetes;Terraform;Django;FastAPI;Flask;Vue.js;AWS;DigitalOcean;Google Cloud Platform;MongoDB;PostgreSQL,17,0
>35,No,Master,1,Man,No,Dev,23,19,United States of America,195000,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Angular;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;Redis,18,1
<35,No,NoHigherEd,1,Man,No,Dev,3,2,United States of America,100000,C#;HTML/CSS;SQL;Xamarin;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,8,0
<35,No,Master,1,Man,No,Dev,7,3,Albania,41508,HTML/CSS;JavaScript;Vue.js,3,0
<35,Yes,Undergraduate,1,Man,No,Dev,16,10,Brazil,16488,Assembly;C;Groovy;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Docker;Kubernetes;jQuery;Spring;Microsoft Azure;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,21,1
>35,No,Master,1,Man,No,NotDev,41,10,Bulgaria,33156,Assembly;Bash/Shell;C;Ansible;Docker;Kubernetes;AWS;IBM Cloud or Watson;Microsoft Azure;IBM DB2;MariaDB;MySQL;Oracle;PostgreSQL,14,0
<35,Yes,Master,1,Man,No,Dev,10,5,Serbia,32424,HTML/CSS;TypeScript;Git;Yarn;Angular,5,0
>35,No,Undergraduate,1,Man,No,Dev,41,34,United States of America,165000,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Docker;Git;Kubernetes;Terraform;FastAPI;Flask;React.js;Spring;AWS;Elasticsearch;MySQL;PostgreSQL,20,1
<35,No,Master,1,Man,No,Dev,15,10,Hungary,57732,C#;Go;Java;JavaScript;Node.js;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;ASP.NET Core ;Express;React.js;AWS;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;Redis;SQLite,21,1
>35,No,Undergraduate,1,Man,Yes,Dev,25,12,Germany,70264,Bash/Shell;Go;Java;JavaScript;Kotlin;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;React.js;Spring;Microsoft Azure;Elasticsearch;Microsoft SQL Server;Oracle;PostgreSQL,19,1
>35,No,Master,1,Man,No,Dev,19,16,United States of America,150000,Bash/Shell;C;C++;Java;Python;SQL;Docker;Git;AWS;MySQL;PostgreSQL;SQLite,12,1
<35,No,Undergraduate,1,Man,No,Dev,15,8,Denmark,92916,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Docker;Git;Kubernetes;ASP.NET Core ;Flask;Google Cloud Platform;Elasticsearch;Microsoft SQL Server;PostgreSQL;SQLite,18,1
<35,Yes,Master,1,Man,No,Dev,10,5,Romania,41064,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;Express;Laravel;React.js;Vue.js;AWS;Google Cloud Platform;Firebase;MariaDB;MongoDB;PostgreSQL;Redis,22,1
>35,No,Undergraduate,0,Man,No,Dev,19,11,India,20943,C#;HTML/CSS;SQL;Xamarin;ASP.NET;MySQL;PostgreSQL,7,0
<35,No,Master,1,Man,No,Dev,11,5,Portugal,35672,C#;JavaScript;SQL;Docker;Git;Kubernetes;Terraform;ASP.NET;ASP.NET Core ;Google Cloud Platform;Heroku;Microsoft Azure;MySQL;PostgreSQL;Redis,15,0
<35,No,Other,1,Man,Yes,Dev,3,2,Turkey,35508,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Angular;Express;React.js;Vue.js;AWS;Heroku;Firebase;MongoDB,13,1
<35,No,Other,0,Man,No,Dev,5,1,"Venezuela, Bolivarian Republic of...",5000,C;HTML/CSS;JavaScript;Node.js;PHP;Git;Express;jQuery;React.js;MongoDB;MySQL;PostgreSQL,12,1
>35,No,Master,0,Man,No,Dev,31,28,Russian Federation,94368,Bash/Shell;C;C++;Python;Git;AWS;PostgreSQL,7,0
<35,No,Master,1,Woman,No,Dev,6,5,Netherlands,38916,Git,1,0
<35,No,Undergraduate,1,Man,No,NotDev,4,0,Georgia,4236,Matlab;Python;Git,3,0
>35,No,Other,1,Man,Yes,Dev,10,4,United States of America,104000,C#;JavaScript;SQL;Docker;Git;Kubernetes;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;Microsoft SQL Server,12,1
>35,No,Master,1,Man,Yes,Dev,18,10,United States of America,130000,Assembly;Bash/Shell;C;C++;Java;Git,6,0
<35,No,Undergraduate,1,Man,No,Dev,11,8,Bangladesh,14124,HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Angular;Laravel;React.js;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;MariaDB;MySQL,15,0
>35,No,Undergraduate,0,NonBinary,No,Dev,10,5,Canada,22692,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Express;Flask;jQuery;React.js;Heroku;MariaDB;MySQL,17,1
>35,No,Master,1,Man,No,Dev,20,12,Finland,60324,HTML/CSS;Java;JavaScript;TypeScript;Docker;Git;Spring;AWS;Heroku,9,0
<35,No,Master,1,Man,No,Dev,13,5,Canada,68068,C;C++;Dart;HTML/CSS;Java;JavaScript;Matlab;PHP;PowerShell;Python;R;SQL;Git;Django;Flask;jQuery;AWS;DigitalOcean;Heroku;PostgreSQL;SQLite,21,1
<35,No,Master,1,Man,No,Dev,13,0,United States of America,109000,APL;Bash/Shell;Java;JavaScript;Kotlin;LISP;Matlab;Perl;Python;Ruby;Rust;TypeScript;Ansible;Git,14,1
<35,No,Other,1,Man,Yes,Dev,15,1,Spain,16860,JavaScript;TypeScript;Git;React.js;MongoDB,5,0
<35,Yes,NoHigherEd,1,Man,No,Dev,7,3,Serbia,19392,Dart;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Ruby;Rust;SQL;TypeScript;Docker;Git;Yarn;ASP.NET Core ;Express;React.js;Spring;Vue.js;DigitalOcean;Elasticsearch;MariaDB;MongoDB;MySQL;Redis,26,1
>35,No,Undergraduate,1,Man,Yes,Dev,25,17,United States of America,160000,Bash/Shell;C;HTML/CSS;Java;Perl;PHP;SQL;Docker;Git;Spring;Symfony;MariaDB;Microsoft SQL Server;Oracle;PostgreSQL,15,1
>35,No,Other,1,Man,No,Dev,20,15,Sweden,73644,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;Ansible;Docker;Git;ASP.NET;Django;Drupal;Flask;jQuery;Laravel;Symfony;AWS;Heroku;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,27,1
